Dataset	Genome_ID	n_16S	n_tRNA	total_genes	n_MCP	n_transporter	n_transfact	n_osmostress	n_SMBC	accessions
Wilhelm et al. 2019	GCA_900153455.1_CALIFORNIA_MINERAL_Bin.20	0	16	3111	1	36	116	2	3	GCA_900153455.1
Wilhelm et al. 2019	GCA_900153725.1_CALIFORNIA_MINERAL_Bin.9	0	10	2610	0	30	107	5	2	GCA_900153725.1
Wilhelm et al. 2019	GCA_900154135.1_ONTARIO_MINERAL_Bin.7	0	12	1308	0	15	51	2	3	GCA_900154135.1
Wilhelm et al. 2019	GCA_900153445.1_CALIFORNIA_MINERAL_Bin.1	0	208	35240	3	404	1343	28	33	GCA_900153445.1
Wilhelm et al. 2019	GCA_900150125.1_BC_LODGEPOLE_MINERAL_Bin.17	0	14	1490	0	17	88	1	2	GCA_900150125.1
Wilhelm et al. 2019	GCA_900151945.1_ONTARIO_JACKPINE_MINERAL_Bin.32	0	13	966	0	11	43	0	2	GCA_900151945.1
Wilhelm et al. 2019	GCA_900150095.1_BC_LODGEPOLE_MINERAL_Bin.9	0	15	1933	0	22	108	2	2	GCA_900150095.1
Wilhelm et al. 2019	GCA_900151195.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.14	0	69	7466	0	84	436	2	7	GCA_900151195.1
Wilhelm et al. 2019	GCA_900153675.1_CALIFORNIA_MINERAL_Bin.4	0	5	981	0	11	37	1	5	GCA_900153675.1
Wilhelm et al. 2019	GCA_900150155.1_BC_LODGEPOLE_MINERAL_Bin.16	0	15	2238	0	25	116	1	0	GCA_900150155.1
Wilhelm et al. 2019	GCA_900150425.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.19	0	1	986	0	11	48	1	2	GCA_900150425.1
Wilhelm et al. 2019	GCA_900151645.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.54	0	5	994	0	11	44	0	0	GCA_900151645.1
Wilhelm et al. 2019	GCA_900150965.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.15	0	43	2568	0	28	138	2	2	GCA_900150965.1
Wilhelm et al. 2019	GCA_900152255.1_ONTARIO_JACKPINE_ORGANIC_Bin.31	0	16	1936	1	21	110	1	3	GCA_900152255.1
Wilhelm et al. 2019	GCA_900153185.1_TEXAS_LOBLOLLY_ORGANIC_Bin.31	0	7	1016	0	11	72	0	1	GCA_900153185.1
Wilhelm et al. 2019	GCA_900152795.1_TEXAS_LOBLOLLY_MINERAL_Bin.45	0	51	6031	0	65	150	0	11	GCA_900152795.1
Wilhelm et al. 2019	GCA_900150835.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.2	0	40	6372	7	68	352	6	12	GCA_900150835.1
Wilhelm et al. 2019	GCA_900153795.1_CALIFORNIA_ORGANIC_Bin.7	0	19	2156	2	23	133	4	4	GCA_900153795.1
Wilhelm et al. 2019	GCA_900149965.1_BC_LODGEPOLE_ORGANIC_Bin.19	0	11	1233	0	13	50	1	2	GCA_900149965.1
Wilhelm et al. 2019	GCA_900153835.1_ONTARIO_MINERAL_Bin.12	0	77	9119	2	96	462	7	12	GCA_900153835.1
Wilhelm et al. 2019	GCA_900152655.1_TEXAS_LOBLOLLY_MINERAL_Bin.32	0	176	21966	0	231	935	4	16	GCA_900152655.1
Wilhelm et al. 2019	GCA_900153685.1_CALIFORNIA_MINERAL_Bin.6	0	15	3234	1	34	146	5	4	GCA_900153685.1
Wilhelm et al. 2019	GCA_900154045.1_ONTARIO_MINERAL_Bin.31	0	35	4869	0	51	148	3	4	GCA_900154045.1
Wilhelm et al. 2019	GCA_900150895.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.9	0	13	1437	0	15	89	0	1	GCA_900150895.1
Wilhelm et al. 2019	GCA_900149995.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.18	0	13	1444	1	15	83	0	3	GCA_900149995.1
Wilhelm et al. 2019	GCA_900151365.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.2	0	30	2890	0	30	129	0	3	GCA_900151365.1
Wilhelm et al. 2019	GCA_900153405.1_CALIFORNIA_MINERAL_Bin.16	0	11	3085	0	32	146	3	9	GCA_900153405.1
Wilhelm et al. 2019	GCA_900153945.1_ONTARIO_MINERAL_Bin.22	0	64	8594	1	87	281	4	7	GCA_900153945.1
Wilhelm et al. 2019	GCA_900150325.1_BC_LODGEPOLE_ORGANIC_Bin.3	0	3	1092	0	11	89	0	1	GCA_900150325.1
Wilhelm et al. 2019	GCA_900151755.1_ONTARIO_JACKPINE_MINERAL_Bin.16	0	47	3385	0	34	173	0	1	GCA_900151755.1
Wilhelm et al. 2019	GCA_900152995.1_TEXAS_LOBLOLLY_ORGANIC_Bin.14	0	138	20308	20	203	994	20	37	GCA_900152995.1
Wilhelm et al. 2019	GCA_900150455.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.22	0	12	1105	0	11	68	0	0	GCA_900150455.1
Wilhelm et al. 2019	GCA_900150375.1_BC_LODGEPOLE_MINERAL_Bin.14	0	5	1423	3	14	34	0	0	GCA_900150375.1
Wilhelm et al. 2019	GCA_900153385.1_CALIFORNIA_MINERAL_Bin.14	0	50	5800	0	57	178	4	5	GCA_900153385.1
Wilhelm et al. 2019	GCA_900153635.1_CALIFORNIA_MINERAL_Bin.37	0	12	1936	0	19	88	2	3	GCA_900153635.1
Wilhelm et al. 2019	GCA_900151425.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.35	0	31	6666	0	65	496	1	27	GCA_900151425.1
Wilhelm et al. 2019	GCA_900151835.1_ONTARIO_JACKPINE_MINERAL_Bin.23	0	2	1338	0	13	57	0	1	GCA_900151835.1
Wilhelm et al. 2019	GCA_900153935.1_ONTARIO_MINERAL_Bin.21	0	13	3204	0	31	136	3	6	GCA_900153935.1
Wilhelm et al. 2019	GCA_900152535.1_TEXAS_LOBLOLLY_MINERAL_Bin.20	0	43	2695	0	26	133	2	5	GCA_900152535.1
Wilhelm et al. 2019	GCA_900153965.1_ONTARIO_MINERAL_Bin.24	0	26	3742	0	36	118	1	3	GCA_900153965.1
Wilhelm et al. 2019	GCA_900152945.1_TEXAS_LOBLOLLY_MINERAL_Bin.9	0	59	6393	0	61	237	1	8	GCA_900152945.1
Wilhelm et al. 2019	GCA_900152745.1_TEXAS_LOBLOLLY_MINERAL_Bin.40	0	72	8124	0	77	302	0	15	GCA_900152745.1
Wilhelm et al. 2019	GCA_900152545.1_TEXAS_LOBLOLLY_MINERAL_Bin.22	0	74	8127	0	77	330	0	10	GCA_900152545.1
Wilhelm et al. 2019	GCA_900153555.1_CALIFORNIA_MINERAL_Bin.2	0	22	4545	0	43	138	4	3	GCA_900153555.1
Wilhelm et al. 2019	GCA_900153865.1_ONTARIO_MINERAL_Bin.15	1	14	1736	0	16	59	2	0	GCA_900153865.1
Wilhelm et al. 2019	GCA_900151965.1_ONTARIO_JACKPINE_MINERAL_Bin.4	0	27	4449	6	41	267	0	4	GCA_900151965.1
Wilhelm et al. 2019	GCA_900153585.1_CALIFORNIA_MINERAL_Bin.32	0	74	12730	3	117	391	8	13	GCA_900153585.1
Wilhelm et al. 2019	GCA_900150085.1_BC_LODGEPOLE_MINERAL_Bin.6	0	24	3700	0	34	113	0	4	GCA_900150085.1
Wilhelm et al. 2019	GCA_900150945.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.14	0	26	4377	4	40	277	4	9	GCA_900150945.1
Wilhelm et al. 2019	GCA_900154155.1_ONTARIO_MINERAL_Bin.9	0	23	3077	0	28	92	2	3	GCA_900154155.1
Wilhelm et al. 2019	GCA_900151535.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.44	0	8	1235	0	11	70	1	0	GCA_900151535.1
Wilhelm et al. 2019	GCA_900152805.1_TEXAS_LOBLOLLY_MINERAL_Bin.46	0	15	2924	0	26	120	2	1	GCA_900152805.1
Wilhelm et al. 2019	GCA_900150215.1_BC_LODGEPOLE_MINERAL_Bin.5	0	14	2501	0	22	91	1	2	GCA_900150215.1
Wilhelm et al. 2019	GCA_900153485.1_CALIFORNIA_MINERAL_Bin.23	0	17	2972	1	26	99	0	3	GCA_900153485.1
Wilhelm et al. 2019	GCA_900152565.1_TEXAS_LOBLOLLY_MINERAL_Bin.25	0	57	4360	3	37	194	0	1	GCA_900152565.1
Wilhelm et al. 2019	GCA_900153365.1_CALIFORNIA_MINERAL_Bin.12	0	20	4638	0	39	172	4	9	GCA_900153365.1
Wilhelm et al. 2019	GCA_900150315.1_BC_LODGEPOLE_MINERAL_Bin.4	0	18	2412	6	20	164	3	2	GCA_900150315.1
Wilhelm et al. 2019	GCA_900150395.1_BC_LODGEPOLE_ORGANIC_Bin.2	0	25	2053	1	17	105	1	5	GCA_900150395.1
Wilhelm et al. 2019	GCA_900153995.1_ONTARIO_MINERAL_Bin.27	0	11	1088	1	9	49	0	0	GCA_900153995.1
Wilhelm et al. 2019	GCA_900153035.1_TEXAS_LOBLOLLY_ORGANIC_Bin.19	0	45	10122	0	83	461	5	15	GCA_900153035.1
Wilhelm et al. 2019	GCA_900150055.1_BC_LODGEPOLE_MINERAL_Bin.10	0	46	8804	0	72	390	0	12	GCA_900150055.1
Wilhelm et al. 2019	GCA_900153905.1_ONTARIO_MINERAL_Bin.19	0	21	2083	1	17	75	1	1	GCA_900153905.1
Wilhelm et al. 2019	GCA_900154055.1_ONTARIO_MINERAL_Bin.32	0	17	1852	0	15	53	2	6	GCA_900154055.1
Wilhelm et al. 2019	GCA_900154035.1_ONTARIO_MINERAL_Bin.30	0	9	1238	0	10	24	0	1	GCA_900154035.1
Wilhelm et al. 2019	GCA_900150165.1_BC_LODGEPOLE_MINERAL_Bin.11	0	16	1507	0	12	48	0	0	GCA_900150165.1
Wilhelm et al. 2019	GCA_900153565.1_CALIFORNIA_MINERAL_Bin.30	0	6	1541	0	12	51	0	1	GCA_900153565.1
Wilhelm et al. 2019	GCA_900153395.1_CALIFORNIA_MINERAL_Bin.15	0	4	1048	0	8	20	2	1	GCA_900153395.1
Wilhelm et al. 2019	GCA_900151405.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.33	0	41	2933	0	22	160	0	1	GCA_900151405.1
Wilhelm et al. 2019	GCA_900151035.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.21	0	26	4291	4	32	189	1	7	GCA_900151035.1
Wilhelm et al. 2019	GCA_900152585.1_TEXAS_LOBLOLLY_MINERAL_Bin.26	0	42	4024	0	30	164	0	3	GCA_900152585.1
Wilhelm et al. 2019	GCA_900150755.1_CALIFORNIA_PONDEROSA_ORGANIC_Bin.21	0	119	24236	1	177	1061	13	46	GCA_900150755.1
Wilhelm et al. 2019	GCA_900149925.1_BC_LODGEPOLE_ORGANIC_Bin.1	0	16	3582	2	26	126	1	10	GCA_900149925.1
Wilhelm et al. 2019	GCA_900154125.1_ONTARIO_MINERAL_Bin.6	0	20	3375	0	24	138	5	7	GCA_900154125.1
Wilhelm et al. 2019	GCA_900150565.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.3	0	23	1980	0	14	72	0	4	GCA_900150565.1
Wilhelm et al. 2019	GCA_900149975.1_BC_LODGEPOLE_ORGANIC_Bin.13	0	25	2690	0	19	103	0	1	GCA_900149975.1
Wilhelm et al. 2019	GCA_900153615.1_CALIFORNIA_MINERAL_Bin.35	0	5	1425	0	10	58	0	3	GCA_900153615.1
Wilhelm et al. 2019	GCA_900153225.1_TEXAS_LOBLOLLY_ORGANIC_Bin.35	0	24	3288	0	23	117	0	2	GCA_900153225.1
Wilhelm et al. 2019	GCA_900151075.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.2	0	11	3311	0	23	197	4	5	GCA_900151075.1
Wilhelm et al. 2019	GCA_900153695.1_CALIFORNIA_MINERAL_Bin.5	0	54	5824	0	40	186	0	11	GCA_900153695.1
Wilhelm et al. 2019	GCA_900153985.1_ONTARIO_MINERAL_Bin.26	0	40	3581	0	24	150	1	2	GCA_900153985.1
Wilhelm et al. 2019	GCA_900153515.1_CALIFORNIA_MINERAL_Bin.26	0	11	1345	0	9	54	1	2	GCA_900153515.1
Wilhelm et al. 2019	GCA_900153125.1_TEXAS_LOBLOLLY_ORGANIC_Bin.26	0	36	4791	1	32	213	0	6	GCA_900153125.1
Wilhelm et al. 2019	GCA_900150355.1_BC_LODGEPOLE_ORGANIC_Bin.14	0	75	6331	0	42	257	1	18	GCA_900150355.1
Wilhelm et al. 2019	GCA_900152825.1_TEXAS_LOBLOLLY_MINERAL_Bin.48	0	16	1817	0	12	50	0	4	GCA_900152825.1
Wilhelm et al. 2019	GCA_900150505.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.26	0	11	1061	0	7	40	1	4	GCA_900150505.1
Wilhelm et al. 2019	GCA_900153015.1_TEXAS_LOBLOLLY_ORGANIC_Bin.16	0	21	3039	2	20	160	0	0	GCA_900153015.1
Wilhelm et al. 2019	GCA_900154015.1_ONTARIO_MINERAL_Bin.29	0	40	3974	0	26	111	3	6	GCA_900154015.1
Wilhelm et al. 2019	GCA_900149955.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.16	0	11	3215	0	21	140	0	8	GCA_900149955.1
Wilhelm et al. 2019	GCA_900150005.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.15	0	13	2486	0	16	82	1	2	GCA_900150005.1
Wilhelm et al. 2019	GCA_900153175.1_TEXAS_LOBLOLLY_ORGANIC_Bin.30	0	12	1768	0	11	105	0	9	GCA_900153175.1
Wilhelm et al. 2019	GCA_900154075.1_ONTARIO_MINERAL_Bin.34	1	76	4858	1	30	145	0	3	GCA_900154075.1
Wilhelm et al. 2019	GCA_900153415.1_CALIFORNIA_MINERAL_Bin.17	0	11	2280	1	14	57	1	1	GCA_900153415.1
Wilhelm et al. 2019	GCA_900153815.1_ONTARIO_MINERAL_Bin.10	0	10	1468	0	9	45	2	1	GCA_900153815.1
Wilhelm et al. 2019	GCA_900153855.1_ONTARIO_MINERAL_Bin.14	0	26	3002	0	18	97	2	3	GCA_900153855.1
Wilhelm et al. 2019	GCA_900153955.1_ONTARIO_MINERAL_Bin.23	0	8	1541	0	9	56	0	3	GCA_900153955.1
Wilhelm et al. 2019	GCA_900152685.1_TEXAS_LOBLOLLY_MINERAL_Bin.35	0	6	1047	0	6	48	0	0	GCA_900152685.1
Wilhelm et al. 2019	GCA_900152975.1_TEXAS_LOBLOLLY_ORGANIC_Bin.12	0	86	8322	0	47	274	1	12	GCA_900152975.1
Wilhelm et al. 2019	GCA_900150225.1_BC_LODGEPOLE_MINERAL_Bin.13	0	13	1989	0	11	86	1	2	GCA_900150225.1
Wilhelm et al. 2019	GCA_900150435.1_CALIFORNIA_PONDEROSA_MINERAL_Bin.20	0	10	2200	0	12	139	0	2	GCA_900150435.1
Wilhelm et al. 2019	GCA_900151765.1_ONTARIO_JACKPINE_MINERAL_Bin.17	0	13	2407	0	13	104	0	5	GCA_900151765.1
Wilhelm et al. 2019	GCA_900152475.1_TEXAS_LOBLOLLY_MINERAL_Bin.16	0	12	1511	0	8	65	0	3	GCA_900152475.1
Wilhelm et al. 2019	GCA_900153915.1_ONTARIO_MINERAL_Bin.1	1	78	7675	0	39	223	0	13	GCA_900153915.1
Wilhelm et al. 2019	GCA_900153505.1_CALIFORNIA_MINERAL_Bin.25	0	9	2280	1	11	72	0	3	GCA_900153505.1
Wilhelm et al. 2019	GCA_900153825.1_ONTARIO_MINERAL_Bin.11	0	30	5172	0	21	152	1	5	GCA_900153825.1
Wilhelm et al. 2019	GCA_900150995.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.18	0	12	3013	0	12	69	0	5	GCA_900150995.1
Wilhelm et al. 2019	GCA_900150305.1_BC_LODGEPOLE_ORGANIC_Bin.8	0	27	3588	0	13	159	0	7	GCA_900150305.1
Wilhelm et al. 2019	GCA_900151995.1_ONTARIO_JACKPINE_MINERAL_Bin.7	0	85	1883	1	4	33	0	1	GCA_900151995.1
Wilhelm et al. 2019	GCA_900151105.1_ONTARIO_BLACK_SPRUCE_MINERAL_Bin.4	0	8	971	0	2	51	2	1	GCA_900151105.1
Wilhelm et al. 2019	GCA_900152925.1_TEXAS_LOBLOLLY_MINERAL_Bin.7	0	10	3757	0	7	67	0	1	GCA_900152925.1
Wilhelm et al. 2019	GCA_900153315.1_TEXAS_LOBLOLLY_ORGANIC_Bin.7	0	1	1602	0	1	35	0	0	GCA_900153315.1
Wilhelm et al. 2019	GCA_900151665.1_ONTARIO_BLACK_SPRUCE_ORGANIC_Bin.6	0	49	1678	0	0	25	0	0	GCA_900151665.1
Wilhelm et al. 2019	GCA_900152105.1_ONTARIO_JACKPINE_ORGANIC_Bin.18	0	1	1392	0	0	12	0	0	GCA_900152105.1
Wilhelm et al. 2019	GCA_900152175.1_ONTARIO_JACKPINE_ORGANIC_Bin.25	0	2	2482	0	0	24	0	2	GCA_900152175.1
Wilhelm et al. 2021	Hydrogenophilales.unenriched.contigs.2500	0	26	2355	0	44	86	4	3	NA
Wilhelm et al. 2021	Cellvibrionales.enriched.contigs.2500	1	29	7576	12	137	330	3	10	NA
Wilhelm et al. 2021	Micrococcales.unenriched.contigs.2500	2	356	31845	0	563	1712	11	20	NA
Wilhelm et al. 2021	Rhodobacterales.enriched.contigs.2500	1	46	5509	3	88	307	1	5	NA
Wilhelm et al. 2021	unclassied_Actinobacteria.unenriched.contigs.2500	1	599	55156	0	880	3141	22	43	NA
Wilhelm et al. 2021	Rhizobiales.unenriched.contigs.2500	0	134	22701	1	355	978	16	19	NA
Wilhelm et al. 2021	unclassied_Alphaproteobacteria.unenriched.contigs.2500	0	78	10338	0	159	438	11	11	NA
Wilhelm et al. 2021	Caulobacterales.enriched.contigs.2500	1	196	16087	6	245	806	7	19	NA
Wilhelm et al. 2021	unclassied_Gammaproteobacteria.enriched.contigs.2500	1	139	11387	12	172	485	9	20	NA
Wilhelm et al. 2021	Burkholderiales.unenriched.contigs.2500	0	182	22740	3	339	952	26	31	NA
Wilhelm et al. 2021	Sphingomonadales.contigs.weak.2500	0	518	28383	1	417	914	3	10	NA
Wilhelm et al. 2021	Corynebacteriales.unenriched.contigs.2500	0	73	9253	0	135	517	1	3	NA
Wilhelm et al. 2021	Streptomycetales.unenriched.contigs.2500	0	127	12258	0	167	669	5	10	NA
Wilhelm et al. 2021	Pseudonocardiales.unenriched.contigs.2500	0	47	5923	0	78	311	4	2	NA
Wilhelm et al. 2021	Cytophagales.unenriched.contigs.2500	3	48	9614	0	124	402	0	7	NA
Wilhelm et al. 2021	Propionibacteriales.unenriched.contigs.2500	0	79	6908	0	89	358	5	0	NA
Wilhelm et al. 2021	Rhodospirillales.unenriched.contigs.2500	0	20	2214	0	28	103	5	3	NA
Wilhelm et al. 2021	Rhodobacterales.unenriched.contigs.2500	0	67	6675	0	82	267	2	9	NA
Wilhelm et al. 2021	Micromonosporales.unenriched.contigs.2500	0	58	6439	0	75	303	0	6	NA
Wilhelm et al. 2021	Nitrosomonadales.unenriched.contigs.2500	0	30	3111	0	36	86	1	12	NA
Wilhelm et al. 2021	Sphingomonadales.contigs.unenr.2500	0	168	11171	0	128	342	3	13	NA
Wilhelm et al. 2021	unclassied_Firmicutes.enriched.contigs.2500	1	44	3567	0	40	121	0	8	NA
Wilhelm et al. 2021	Solirubrobacterales.unenriched.contigs.2500	0	73	7694	0	86	372	1	4	NA
Wilhelm et al. 2021	Corynebacteriales.enriched.contigs.2500	1	48	3058	0	34	155	0	6	NA
Wilhelm et al. 2021	Micromonosporales.enriched.contigs.2500	1	93	9554	0	106	554	0	16	NA
Wilhelm et al. 2021	unclassied_Actinobacteria.enriched.contigs.2500	0	276	24643	0	272	1554	2	37	NA
Wilhelm et al. 2021	Acidobacteriales.unenriched.contigs.2500	0	35	5396	0	58	235	3	5	NA
Wilhelm et al. 2021	Chthoniobacterales.enriched.contigs.2500	1	39	6065	0	58	213	2	7	NA
Wilhelm et al. 2021	Gemmatimonadales.enriched.contigs.2500	0	23	2934	0	28	120	1	1	NA
Wilhelm et al. 2021	Bacillales.unenriched.contigs.2500	1	77	6905	0	63	210	1	6	NA
Wilhelm et al. 2021	Pseudonocardiales.enriched.contigs.2500	0	81	8918	1	80	598	0	24	NA
Wilhelm et al. 2021	Verrucomicrobiales.enriched.contigs.2500	0	85	9492	0	77	284	1	21	NA
Wilhelm et al. 2021	Chlorlexales.enriched.contigs.2500	0	78	6829	1	53	269	2	3	NA
Wilhelm et al. 2021	Streptomycetales.enriched.contigs.2500	1	96	8101	0	61	524	3	29	NA
Wilhelm et al. 2021	Planctomycetales.contigs.unenr.2500	1	280	27721	0	206	790	2	32	NA
Wilhelm et al. 2021	Clostridiales.unenriched.contigs.2500	1	29	2820	0	19	97	0	1	NA
Wilhelm et al. 2021	unclassied_Firmicutes.unenriched.contigs.2500	0	101	6941	0	46	250	0	2	NA
Wilhelm et al. 2021	Myxococcales.unenriched.contigs.2500	0	73	9733	0	64	434	2	21	NA
Wilhelm et al. 2021	unclassied_Deltaproteobacteria.enriched.contigs.2500	0	25	2827	0	16	108	1	2	NA
Wilhelm et al. 2021	Myxococcales.enriched.contigs.2500	0	273	31812	4	164	1398	12	76	NA
Wilhelm et al. 2021	Cytophagales.enriched.contigs.2500	1	22	1584	0	8	47	0	0	NA
Wilhelm et al. 2021	Orbiliales.unenriched.contigs.2500	0	4	4830	0	4	71	0	2	NA
Zhalnina et al. 2018	GCA_000620265.1_ASM62026v1_genomic	0	45	2461	0	83	135	0	3	GCA_000620265.1
Zhalnina et al. 2018	GCA_000620245.1_ASM62024v1_genomic	0	60	5587	16	168	471	11	5	GCA_000620245.1
Zhalnina et al. 2018	GCA_000421865.1_ASM42186v1_genomic	0	56	6379	5	183	553	13	8	GCA_000421865.1
Zhalnina et al. 2018	GCA_000426085.1_ASM42608v1_genomic	0	65	5244	5	133	278	0	4	GCA_000426085.1
Zhalnina et al. 2018	GCA_000425985.1_ASM42598v1_genomic	1	49	3818	0	91	304	0	2	GCA_000425985.1
Zhalnina et al. 2018	GCA_000426065.1_ASM42606v1_genomic	1	58	6306	0	140	437	2	19	GCA_000426065.1
Zhalnina et al. 2018	GCA_000518345.1_ASM51834v1_genomic	1	53	6843	5	142	363	3	8	GCA_000518345.1
Zhalnina et al. 2018	GCA_000518365.1_ASM51836v1_genomic	3	55	6345	4	131	267	5	7	GCA_000518365.1
Zhalnina et al. 2018	GCA_000426185.1_ASM42618v1_genomic	0	50	4065	0	83	251	1	4	GCA_000426185.1
Zhalnina et al. 2018	GCA_000425965.1_ASM42596v1_genomic	1	54	6127	0	121	441	7	6	GCA_000425965.1
Zhalnina et al. 2018	GCA_000688055.1_ASM68805v1_genomic	1	49	5764	0	113	377	4	6	GCA_000688055.1
Zhalnina et al. 2018	GCA_000620685.1_ASM62068v1_genomic	1	49	5716	6	112	330	3	11	GCA_000620685.1
Zhalnina et al. 2018	GCA_000620225.1_ASM62022v1_genomic	4	51	6279	2	123	402	7	8	GCA_000620225.1
Zhalnina et al. 2018	GCA_000426105.1_ASM42610v1_genomic	1	49	6661	4	130	292	3	5	GCA_000426105.1
Zhalnina et al. 2018	GCA_000620625.1_ASM62062v1_genomic	1	68	7230	0	139	527	1	16	GCA_000620625.1
Zhalnina et al. 2018	GCA_000688075.1_ASM68807v1_genomic	1	54	6724	0	127	515	7	9	GCA_000688075.1
Zhalnina et al. 2018	GCA_000702465.1_ASM70246v1_genomic	1	60	4519	1	85	264	1	3	GCA_000702465.1
Zhalnina et al. 2018	GCA_000620545.1_ASM62054v1_genomic	0	54	4097	0	77	220	2	1	GCA_000620545.1
Zhalnina et al. 2018	GCA_000426025.1_ASM42602v1_genomic	1	55	5050	0	94	326	7	5	GCA_000426025.1
Zhalnina et al. 2018	GCA_900110395.1_IMG-taxon_2590828823_annotated_assembly_genomic	1	52	7951	0	147	323	5	19	GCA_900110395.1
Zhalnina et al. 2018	GCA_000620705.1_ASM62070v1_genomic	4	50	4391	0	80	284	1	3	GCA_000620705.1
Zhalnina et al. 2018	GCA_000620185.1_ASM62018v1_genomic	1	53	4778	1	87	271	1	3	GCA_000620185.1
Zhalnina et al. 2018	GCA_000426005.1_ASM42600v1_genomic	1	50	3017	1	53	111	0	2	GCA_000426005.1
Zhalnina et al. 2018	GCA_000688475.1_ASM68847v1_genomic	1	48	3937	1	69	248	0	5	GCA_000688475.1
Zhalnina et al. 2018	GCA_000426045.1_ASM42604v1_genomic	1	52	4624	0	81	296	2	1	GCA_000426045.1
Zhalnina et al. 2018	GCA_000620205.1_ASM62020v1_genomic	0	57	4907	2	84	286	0	8	GCA_000620205.1
Zhalnina et al. 2018	GCA_000620565.1_ASM62056v1_genomic	0	80	6474	6	109	611	2	4	GCA_000620565.1
Zhalnina et al. 2018	GCA_000620725.1_ASM62072v1_genomic	1	51	5486	0	91	247	2	5	GCA_000620725.1
Zhalnina et al. 2018	GCA_000426125.1_ASM42612v1_genomic	0	48	4635	1	73	224	3	7	GCA_000426125.1
Zhalnina et al. 2018	GCA_000701345.1_ASM70134v1_genomic	1	47	6633	1	104	276	3	6	GCA_000701345.1
Zhalnina et al. 2018	GCA_000701365.1_ASM70136v1_genomic	1	58	4958	1	76	267	1	4	GCA_000701365.1
Zhalnina et al. 2018	GCA_000426145.1_ASM42614v1_genomic	0	48	4529	0	69	192	1	5	GCA_000426145.1
Zhalnina et al. 2018	GCA_000701325.1_ASM70132v1_genomic	0	76	7034	0	104	566	1	35	GCA_000701325.1
Zhalnina et al. 2018	GCA_000620645.1_ASM62064v1_genomic	1	54	4498	0	62	281	1	2	GCA_000620645.1
Zhalnina et al. 2018	GCA_000620665.1_ASM62066v1_genomic	1	47	2836	0	38	119	0	2	GCA_000620665.1
Zhalnina et al. 2018	GCA_000688095.1_ASM68809v1_genomic	1	65	6385	0	81	478	1	5	GCA_000688095.1
Zhalnina et al. 2018	GCA_000425945.1_ASM42594v1_genomic	1	93	6441	1	78	454	1	3	GCA_000425945.1
Li et al. 2019	MAG34	1	25	3241	0	70	112	1	2	NA
Li et al. 2019	MAG09	0	32	2889	0	55	98	2	3	NA
Li et al. 2019	MAG03	0	28	3543	0	67	115	5	3	NA
Li et al. 2019	MAG42	0	65	4193	0	79	245	4	11	NA
Li et al. 2019	MAG10	0	39	2497	0	47	93	0	1	NA
Li et al. 2019	MAG19	0	47	5384	0	100	212	0	3	NA
Li et al. 2019	MAG14	0	39	2211	0	40	85	0	1	NA
Li et al. 2019	MAG39	0	42	4695	0	83	195	0	2	NA
Li et al. 2019	MAG33	0	37	4039	0	71	183	0	7	NA
Li et al. 2019	MAG38	0	34	3588	0	63	146	0	2	NA
Li et al. 2019	MAG02	0	36	4678	1	81	139	2	7	NA
Li et al. 2019	MAG08	0	27	2034	0	35	76	0	0	NA
Li et al. 2019	MAG05	0	48	3958	0	68	237	2	4	NA
Li et al. 2019	MAG22	0	38	3542	1	60	124	5	5	NA
Li et al. 2019	MAG15	0	28	1853	0	31	58	1	5	NA
Li et al. 2019	MAG21	0	46	4073	1	68	139	0	5	NA
Li et al. 2019	MAG01	0	33	5563	0	91	258	1	4	NA
Li et al. 2019	MAG18	0	35	4208	0	68	192	0	6	NA
Li et al. 2019	MAG13	0	33	4180	0	67	108	1	3	NA
Li et al. 2019	MAG16	0	41	3734	0	58	144	4	3	NA
Li et al. 2019	MAG17	0	64	4641	0	72	155	0	5	NA
Li et al. 2019	MAG41	0	47	4274	1	66	254	4	3	NA
Li et al. 2019	MAG36	0	43	3766	0	58	180	1	7	NA
Li et al. 2019	MAG45	0	18	2680	0	41	166	2	7	NA
Li et al. 2019	MAG11	0	43	2396	0	36	97	0	4	NA
Li et al. 2019	MAG30	0	46	3730	0	56	132	1	6	NA
